#|num|weight|mean|covariance matrix|
|0|0.001522426|223.4344 356.9893 285.6423|5.496531 5.156503 -1.064234 5.156503 34.13771 -5.464647 -1.064234 -5.464647 6.840721|
|1|0.0006596677|320.856 167.2374 168.7697|11.48379 2.525093 0.9724079 2.525093 9.226688 -2.62869 0.9724079 -2.62869 4.331081|
|2|0.001672219|293.8684 181.9234 158.246|7.054571 -1.335199 -6.105164 -1.335199 10.35666 3.512607 -6.105164 3.512607 21.46652|
|3|0.0005749977|252.4879 281.5284 208.724|4.793564 5.723279 12.20143 5.723279 11.95124 22.86824 12.20143 22.86824 55.35093|
|4|0.001459917|181.4886 321.1112 254.4199|2.281425 -4.221035 -3.004171 -4.221035 57.71259 24.46957 -3.004171 24.46957 17.69645|
|5|0.001257403|202.6461 315.3222 246.9572|3.211647 0.382171 -2.940484 0.382171 3.177873 -2.70947 -2.940484 -2.70947 31.13276|
|6|0.002047068|185.4838 158.9572 208.8935|6.43 -0.5909199 5.738018 -0.5909199 13.88302 5.325096 5.738018 5.325096 27.89452|
|7|0.001144825|237.9034 261.2333 188.1015|7.606064 -1.726795 2.848699 -1.726795 8.953705 -2.410397 2.848699 -2.410397 11.69435|
|8|0.00118796|240.7734 242.5264 214.718|3.658602 -0.1141748 1.237934 -0.1141748 12.58774 -11.15803 1.237934 -11.15803 20.22033|
|9|0.0009987165|258.5797 250.2957 247.92|3.648133 5.558637 2.151995 5.558637 29.7091 4.150503 2.151995 4.150503 11.46625|
|10|0.001061635|236.8528 200.4249 249.1226|53.48941 41.19724 41.61553 41.19724 48.03867 26.77654 41.61553 26.77654 38.42737|
|11|0.0004973227|252.283 209.5604 207.1937|3.617258 0.876881 0.5823967 0.876881 6.231503 0.6948355 0.5823967 0.6948355 5.33828|
|12|0.001123606|181.9151 344.8927 237.2312|15.84894 -0.7861645 0.7806929 -0.7861645 4.546506 0.6680905 0.7806929 0.6680905 6.487651|
|13|0.00162921|204.2126 274.2018 199.7651|15.06825 -10.99601 0.05427028 -10.99601 19.32743 2.148063 0.05427028 2.148063 8.33343|
|14|0.0003362001|306.6294 207.0801 197.7764|9.442586 7.111621 -4.391923 7.111621 7.079915 -3.264323 -4.391923 -3.264323 9.626369|
|15|0.0002877681|274.5776 227.8475 218.4163|7.743516 4.881631 -1.472966 4.881631 7.903562 -2.370601 -1.472966 -2.370601 3.243799|
|16|0.0004871764|266.4279 178.853 191.5097|6.107775 -5.902913 2.162462 -5.902913 16.2935 -1.778291 2.162462 -1.778291 3.957462|
|17|0.0006383036|202.6547 295.3798 269.9951|5.037113 1.388084 -2.399467 1.388084 3.815934 -2.56126 -2.399467 -2.56126 8.081302|
|18|0.001243393|218.0514 361.1654 306.9384|36.47608 -16.22475 -24.97508 -16.22475 12.87844 12.57917 -24.97508 12.57917 25.00055|
|19|0.0008774642|185.3045 249.9104 238.166|5.090918 3.690679 4.958955 3.690679 10.68373 6.548482 4.958955 6.548482 11.26773|
|20|0.001057684|221.0331 229.9736 252.0482|5.455432 1.733744 2.629483 1.733744 5.297452 2.673904 2.629483 2.673904 11.11314|
|21|0.001813641|220.6674 288.8084 229.1382|4.263937 -1.292695 0.07926852 -1.292695 16.27542 15.65077 0.07926852 15.65077 27.97087|
|22|0.0009587388|259.2638 136.8609 176.2079|57.14104 18.78002 3.915812 18.78002 9.180065 2.261015 3.915812 2.261015 5.742894|
|23|0.0004661494|217.2147 254.5232 233.5964|6.780516 -6.213022 12.04971 -6.213022 9.267625 -15.32237 12.04971 -15.32237 31.83001|
|24|0.00148568|195.526 250.7537 183.3949|12.12296 7.805287 3.905608 7.805287 14.33415 -2.302324 3.905608 -2.302324 15.31158|
|25|0.001612614|263.82 273.6497 210.3829|8.466807 6.348299 7.602461 6.348299 16.64167 8.779727 7.602461 8.779727 16.75038|
|26|0.002284522|308.3687 156.3742 181.2563|84.1631 44.31587 -33.00422 44.31587 28.85933 -18.6726 -33.00422 -18.6726 19.76209|
|27|0.001151966|186.9102 332.1826 243.5334|6.672077 -1.356609 3.955612 -1.356609 9.741036 10.14875 3.955612 10.14875 27.35963|
|28|0.000906237|257.3223 283.791 289.6981|16.68825 -11.37842 -11.7627 -11.37842 13.48752 6.252039 -11.7627 6.252039 18.39649|
|29|0.001719363|229.7301 132.5606 201.4457|7.182184 10.21889 7.969626 10.21889 26.19078 20.74774 7.969626 20.74774 31.9706|
|30|0.001551208|216.7818 214.7705 177.3328|14.62416 0.5056823 1.885616 0.5056823 8.385697 -7.903465 1.885616 -7.903465 17.1024|
|31|0.001885642|207.7376 283.9921 262.9076|8.38984 8.131357 2.432101 8.131357 18.24716 5.995277 2.432101 5.995277 8.939726|
|32|0.002345946|226.2937 331.4464 262.7475|31.21955 -15.755 -3.931324 -15.755 12.65414 1.754593 -3.931324 1.754593 7.643874|
|33|0.002016102|254.9223 276.0935 202.0781|19.94371 16.94601 26.89132 16.94601 28.73324 35.94684 26.89132 35.94684 57.12312|
|34|0.0006210632|225.7185 275.3702 257.8561|5.224679 -5.315149 -1.613011 -5.315149 13.19464 2.116916 -1.613011 2.116916 4.740727|
